id,age,ed,employ,address,income,debtinc,creddebt,othdebt
635,38,2,10,6,63.2,6.99,0.61405752,3.80362248
282,36,4,12,11,52.8,21.91,2.3715384,9.1969416
3064,41,1,13,13,41.6,4.19,0.54382848,1.19921152
1703,35,1,7,11,22.3,10.24,0.97734656,1.30617344
4896,40,2,3,5,36.4,3.33,0.08121204,1.13090796
4941,41,2,6,10,29.0,3.62,0.325438,0.724362
13,44,1,8,15,77.8,10.55,3.611476,4.596424
2483,42,3,7,13,34.7,11.37,1.56631983,2.37907017
157,31,1,11,8,32.1,9.18,0.18270036,2.76407964
3718,22,3,0,0,26.4,10.74,1.94505696,0.89030304
101,33,1,3,14,24.1,1.96,0.17052196,0.30183804
3749,40,1,24,17,76.8,3.94,0.87449088,2.15142912
3825,26,1,9,3,41.9,4.45,0.52020945,1.34434055
3009,40,1,2,5,29.4,4.58,0.3972234,0.9492966
1944,33,1,14,0,51.3,19.81,5.93491752,4.22761248
306,31,1,11,6,32.6,4.88,0.40885616,1.18202384
2763,33,1,3,4,19.5,1.79,0.0495651,0.2994849
4716,51,1,26,8,86.6,14.52,7.544592,5.029728
3595,24,1,3,5,20.8,11.86,1.63307456,0.83380544
4513,29,1,11,3,32.7,13.47,1.09676781,3.30792219
4670,34,2,12,11,19.1,7.75,0.52548875,0.95476125
1075,24,3,0,0,21.7,15.21,0.98026929,2.32030071
4712,39,3,6,1,60.4,6.19,0.20937056,3.52938944
1501,27,2,8,3,27.9,16.4,2.2557708,2.3198292
414,31,1,7,12,36.6,16.1,2.3629326,3.5296674
2162,31,1,0,7,18.1,14.17,0.93357628,1.63119372
2300,24,2,0,4,18.9,6.54,0.36216558,0.87389442
2382,35,5,0,3,34.2,4.38,0.74298816,0.75497184
95,40,1,10,15,40.8,17.92,3.04152576,4.26983424
2127,37,2,18,13,44.8,7.82,1.17012224,2.33323776
2033,28,4,3,0,71.7,6.15,1.1288448,3.2807052
582,42,1,19,21,71.3,5.18,1.33698908,2.35635092
3158,34,2,0,3,27.3,13.64,1.12456344,2.59915656
4914,33,1,17,6,88.7,8.54,0.81809784,6.75688216
2035,28,4,3,9,73.5,4.44,1.1552436,2.1081564
3395,44,2,23,16,121.5,17.8,2.833137,18.793863
3174,30,1,6,8,39.9,4.51,0.24473064,1.55475936
4679,24,1,6,4,23.3,3.26,0.22331652,0.53626348
460,33,4,8,10,45.0,2.87,0.415863,0.875637
4765,29,1,7,4,35.5,9.32,0.6087824,2.6998176
1788,27,1,5,2,25.4,22.73,1.09117638,4.68224362
4804,31,1,1,10,25.1,19.31,1.62852816,3.21828184
4436,35,1,6,1,29.3,4.73,0.7760984,0.6097916
2385,34,1,17,13,40.9,6.86,0.74632684,2.05941316
4408,40,4,6,4,17.4,6.64,0.6585552,0.4968048
3920,31,2,12,3,58.8,8.42,1.83680616,3.11415384
1055,40,2,17,15,108.1,19.11,2.78881785,17.86909215
653,25,2,1,4,17.4,9.36,1.30616928,0.32247072
949,32,4,7,0,42.5,1.67,0.167501,0.542249
1042,43,4,9,4,304.4,9.31,11.1941578,17.1454822
2958,41,3,1,5,17.4,14.33,1.20432186,1.28909814
1530,45,3,6,0,50.9,16.17,0.56790657,7.66262343
2679,36,1,13,11,42.0,2.7,0.343602,0.790398
2739,25,1,2,4,32.2,13.89,1.82034006,2.65223994
771,38,4,13,1,76.2,24.1,9.6228408,8.7413592
1726,32,2,6,9,43.3,15.11,0.22899205,6.31363795
4091,56,1,31,21,154.5,17.54,17.3164527,9.7828473
710,33,3,0,11,32.3,20.99,0.8135724,5.9661976
4406,40,2,4,13,21.6,10.77,0.5350536,1.7912664
2027,34,1,6,9,22.6,4.54,0.28421308,0.74182692
1619,42,1,21,22,61.4,1.6,0.2249696,0.7574304
2260,27,3,5,2,31.5,11.98,0.3320856,3.4416144
1611,36,3,9,0,63.9,1.67,0.53996778,0.52716222
1195,45,3,6,13,51.3,19.6,6.585894,3.468906
1491,31,3,6,9,109.4,10.84,4.43525104,7.42370896
3791,34,1,13,8,47.1,12.08,2.41242432,3.27725568
537,35,3,11,5,56.6,30.21,2.8213119,14.2775481
2054,47,1,4,25,32.3,8.17,0.38791977,2.25099023
3308,44,1,4,21,28.9,13.24,0.97189544,2.85446456
4642,24,2,0,4,17.4,11.01,1.19350602,0.72223398
268,25,2,5,4,15.9,4.02,0.44039502,0.19878498
3683,38,2,18,15,178.4,6.66,3.8020608,8.0793792
1626,23,1,5,3,25.8,6.75,0.2142045,1.5272955
3083,51,2,7,4,46.1,26.91,7.20760131,5.19790869
2303,39,1,0,4,19.6,19.23,2.7137376,1.0553424
4960,46,3,10,24,31.7,6.17,1.06204827,0.89384173
2391,44,1,5,11,22.1,24.72,1.09808712,4.36503288
2293,25,3,4,0,18.3,11.65,0.6651684,1.4667816
1220,26,1,1,1,30.8,8.72,0.73321248,1.95254752
4935,33,1,5,3,28.0,9.17,1.02704,1.54056
2975,23,2,4,3,28.0,15.02,1.3121472,2.8934528
1277,30,1,0,0,20.3,7.86,0.718011,0.877569
3473,22,1,2,1,21.1,2.94,0.2543394,0.3660006
260,30,2,6,6,28.9,14.24,0.79837984,3.31698016
3906,28,2,0,6,21.8,7.56,0.68724936,0.96083064
2217,42,1,8,22,42.6,7.57,0.39987768,2.82494232
4476,22,2,2,1,23.4,10.37,0.39553254,2.03104746
4982,33,4,4,11,85.7,6.35,0.9686671,4.4732829
2235,41,2,9,8,68.5,18.51,4.0320333,8.6473167
4815,32,3,9,0,92.1,10.44,3.10572252,6.50951748
1818,27,3,5,8,18.4,2.35,0.1781488,0.2542512
317,36,4,11,14,64.9,16.8,7.3705632,3.5326368
3137,25,4,0,0,75.0,7.64,1.51845,4.21155
1566,28,1,8,9,31.5,17.51,2.1511035,3.3645465
1439,21,1,3,0,14.4,9.6,0.3165696,1.0658304
2790,45,2,16,11,48.7,15.65,0.7926412,6.8289088
651,48,2,12,11,56.7,14.51,5.11729974,3.10987026
1223,29,2,7,6,35.9,9.35,0.40615465,2.95049535
1111,36,1,10,16,30.2,19.84,0.60515968,5.38652032
2332,50,1,27,23,107.8,3.66,0.20121948,3.74426052
539,44,3,11,18,67.6,17.39,4.45538756,7.30025244
3488,50,3,23,25,72.7,10.85,0.4890529,7.3988971
116,31,3,9,9,29.1,11.22,1.1754072,2.0896128
2463,43,1,11,6,75.5,3.46,1.2930885,1.3192115
2381,45,3,24,23,59.6,13.44,0.40852224,7.60171776
3527,33,1,14,5,42.9,5.5,0.570999,1.788501
2632,44,1,7,9,33.7,9.67,0.4562306,2.8025594
2339,35,3,4,3,37.5,13.76,3.45204,1.70796
4913,21,1,4,2,17.4,9.22,0.67540188,0.92887812
1755,33,1,3,8,26.8,4.12,0.19764464,0.90651536
3177,46,1,30,10,152.9,3.65,3.56616315,2.01468685
3700,24,3,0,5,17.9,11.93,0.38865554,1.74681446
2478,50,1,12,13,41.5,14.47,1.24304535,4.76200465
2588,31,1,15,11,42.5,6.92,0.767601,2.173399
4894,41,1,22,7,52.3,3.87,1.17190179,0.85210821
618,28,2,1,4,16.0,7.73,0.1632576,1.0735424
2335,37,1,11,6,40.0,4.95,1.23156,0.74844
4952,42,1,25,9,79.1,7.37,2.32020866,3.50946134
3539,45,1,26,18,76.4,11.21,0.39396424,8.17047576
2777,29,3,2,0,16.5,17.95,1.563804,1.397946
2912,38,1,15,13,90.8,8.78,1.89739312,6.07484688
106,43,2,1,1,54.2,5.9,1.454999,1.742801
1965,38,2,8,4,28.8,2.84,0.28381824,0.53410176
2056,28,3,3,2,40.6,4.6,0.6592628,1.2083372
1186,28,1,9,2,33.9,13.96,1.08372876,3.64871124
1812,23,1,4,2,16.5,17.82,0.9614781,1.9788219
3030,33,1,2,9,15.7,12.24,0.78404544,1.13763456
374,44,2,18,4,247.0,5.32,2.0236216,11.1167784
1062,25,1,2,3,25.0,6.85,0.2380375,1.4744625
1601,34,3,11,15,83.8,23.71,6.41768054,13.45129946
2452,34,1,7,6,27.3,2.04,0.06905808,0.48786192
2060,47,4,6,10,34.0,23.2,0.954448,6.933552
2981,31,2,7,2,34.0,11.47,1.3220322,2.5777678
845,37,2,7,18,125.1,4.76,4.09687488,1.85788512
3224,42,1,2,8,28.5,3.74,0.0703494,0.9955506
4382,43,2,11,24,66.6,8.23,1.05786774,4.42331226
2832,49,2,25,27,153.3,4.58,2.47144128,4.54969872
1648,23,1,1,3,14.5,5.07,0.2146638,0.5204862
841,29,1,4,6,26.6,12.13,0.72275392,2.50382608
1708,37,3,3,6,34.6,15.13,2.28245128,2.95252872
2644,38,2,12,6,30.3,9.07,1.4565513,1.2916587
4098,28,1,0,0,15.5,7.72,0.3147058,0.8818942
1211,28,5,0,8,59.6,19.17,3.427596,7.997724
833,22,1,1,0,16.3,12.23,0.97481661,1.01867339
2314,43,2,12,3,33.3,11.18,0.6701292,3.0528108
113,42,2,21,11,103.6,9.66,0.24018624,9.76757376
813,34,2,1,8,34.8,13.14,0.53043552,4.04228448
3772,31,3,5,3,50.5,4.7,1.552269,0.821231
338,37,2,2,14,26.3,42.09,3.5422944,7.5273756
799,36,1,13,9,57.1,6.91,1.7755245,2.1700855
2396,26,1,4,7,26.1,26.09,0.22471317,6.58477683
498,45,1,21,21,58.9,17.55,0.9509994,9.3859506
4005,34,2,7,1,39.9,15.3,1.9657134,4.1389866
3500,44,2,18,22,91.3,5.43,1.71532614,3.24226386
4769,40,4,13,12,46.9,1.92,0.5943168,0.3061632
805,41,4,11,16,70.4,13.58,3.9675328,5.5927872
2179,51,1,8,26,39.6,2.31,0.38054016,0.53421984
4312,32,2,6,8,26.4,12.92,1.2279168,2.1829632
430,35,1,5,5,19.9,14.13,1.07413434,1.73773566
3287,48,3,10,13,63.3,38.1,11.8898289,12.2274711
1056,41,3,13,16,65.8,3.11,0.49727034,1.54910966
15,27,2,1,8,34.7,10.21,1.8777211,1.6651489
1113,34,1,5,12,22.3,5.5,0.0968935,1.1296065
368,39,1,1,4,26.1,21.96,3.64527216,2.08628784
3355,29,1,7,5,26.9,18.15,2.3728221,2.5095279
46,23,1,5,2,26.8,1.65,0.0981684,0.3440316
2493,28,3,4,3,25.7,10.01,1.11906795,1.45350205
2737,35,2,15,14,46.5,6.79,1.0671843,2.0901657
4053,22,2,1,3,13.8,6.53,0.14238012,0.75875988
2663,44,1,26,23,93.6,2.79,0.99757008,1.61386992
4376,37,1,5,8,19.3,16.08,0.97448016,2.12895984
1406,34,2,4,10,76.8,29.66,15.62631168,7.15256832
4887,40,3,7,11,72.5,10.3,2.524015,4.943485
966,27,1,7,0,20.9,7.74,0.4529448,1.1647152
1754,39,3,5,0,75.1,4.76,1.22256792,2.35219208
361,29,3,3,3,35.1,3.99,0.68203863,0.71845137
2071,50,3,17,5,135.7,11.25,2.48839875,12.77785125
917,37,1,16,13,51.8,6.88,1.4433552,2.1204848
1240,46,2,21,1,63.2,12.07,1.72398224,5.90425776
4381,37,3,2,3,44.3,9.57,2.16638961,2.07312039
794,35,4,3,16,24.2,8.12,1.28906624,0.67597376
3673,32,1,13,6,37.6,17.92,5.00627456,1.73164544
4212,34,4,3,11,24.4,1.55,0.2095228,0.1686772
4583,38,1,19,13,72.2,13.25,3.5491715,6.0173285
2791,33,1,14,12,87.5,21.23,9.51104,9.06521
4115,21,1,2,2,31.3,10.47,0.7865064,2.4906036
494,54,1,21,18,88.2,5.73,1.1371185,3.9167415
2246,31,1,10,8,33.8,13.8,3.0411888,1.6232112
4903,36,2,11,7,50.4,7.72,2.63023488,1.26064512
2073,22,1,2,0,19.2,5.09,0.39188928,0.58539072
1180,34,3,2,15,31.4,7.42,0.91564284,1.41423716
1771,28,2,3,4,23.5,3.65,0.5952785,0.2624715
984,24,4,1,4,28.6,5.83,0.55690492,1.11047508
1313,31,1,9,0,30.0,24.72,2.810664,4.605336
2184,47,3,23,24,90.3,7.89,4.48141743,2.64325257
1450,42,3,12,18,69.7,5.05,2.0133542,1.5064958
4663,26,1,0,0,21.6,23.84,3.26474496,1.88469504
4150,30,1,0,2,19.0,25.22,1.5142088,3.2775912
3480,46,1,30,8,135.8,0.98,0.24354372,1.08729628
459,38,1,21,2,63.8,5.35,0.8396718,2.5736282
1709,50,2,2,0,39.9,7.59,0.69350589,2.33490411
1256,32,1,13,11,29.7,7.57,0.98250273,1.26578727
3077,35,2,12,8,66.0,3.56,0.8012136,1.5483864
4492,35,1,14,10,38.7,8.95,1.81148895,1.65216105
4486,22,1,5,1,21.1,8.88,1.06425024,0.80942976
1750,36,1,17,14,73.3,12.0,4.494756,4.301244
409,41,1,24,5,61.1,8.95,2.3733073,3.0951427
667,43,3,15,11,99.8,5.36,2.86721408,2.48206592
2622,39,2,19,4,80.5,2.77,0.624358,1.605492
352,37,1,13,4,33.3,4.36,0.24101208,1.21086792
4742,38,2,12,6,43.6,3.28,0.6220848,0.8079952
4297,43,1,18,7,105.5,1.61,0.3838723,1.3146777
2883,32,1,13,12,36.5,11.12,1.4692856,2.5895144
2531,24,1,7,3,16.7,6.69,0.84462588,0.27260412
892,36,1,16,12,36.4,8.15,1.8956574,1.0709426
2308,33,1,2,0,17.6,12.31,1.25227168,0.91428832
3538,35,1,5,16,16.5,24.36,1.6238376,2.3955624
1169,31,1,11,7,65.6,12.86,2.75862432,5.67753568
4024,38,1,11,9,66.2,7.03,0.39092424,4.26293576
2693,45,1,11,19,46.5,10.02,0.9877716,3.6715284
2351,26,4,3,6,28.1,5.08,0.6495034,0.7779766
3639,43,3,6,22,50.7,8.92,1.72757208,2.79486792
1039,27,1,7,3,66.2,10.93,2.57589496,4.65976504
3279,38,1,2,10,41.0,6.95,0.518609,2.330891
2800,37,3,9,7,53.1,7.78,0.83449836,3.29668164
3243,33,1,11,3,42.7,23.23,4.50332134,5.41588866
4749,43,2,16,10,120.7,6.23,2.09045158,5.42915842
1448,33,1,12,3,41.7,27.1,5.8311612,5.4695388
3703,50,2,11,16,36.9,4.61,0.58517496,1.11591504
4361,36,1,4,9,19.3,16.5,1.706892,1.477608
2862,45,1,6,23,22.9,4.49,0.57065655,0.45755345
2256,29,3,0,0,32.9,16.01,1.88568982,3.38160018
3312,39,1,6,11,67.7,5.74,0.2720186,3.6139614
749,36,3,4,12,78.3,25.98,6.3061254,14.0362146
1645,54,1,5,31,57.6,26.38,2.5831296,12.6117504
3323,46,3,18,25,128.8,26.58,2.29374768,31.94129232
4281,28,1,5,8,27.5,2.35,0.25656125,0.38968875
880,33,2,8,13,25.4,9.85,1.5561818,0.9457182
1683,33,2,4,3,24.9,12.31,1.34561841,1.71957159
107,43,1,15,9,45.3,13.43,0.64488174,5.43890826
4874,36,1,4,17,26.5,22.23,1.58466555,4.30628445
4468,36,2,15,1,145.2,11.41,6.51095676,10.05636324
2992,34,2,6,10,41.9,11.58,1.49927418,3.35274582
3622,26,2,7,4,61.0,13.99,3.1746108,5.3592892
3124,24,1,3,2,19.8,8.06,0.18512208,1.41075792
4737,49,3,16,18,64.3,2.88,0.86295744,0.98888256
1149,43,2,1,8,28.2,13.56,1.21983048,2.60408952
4075,44,1,14,12,56.5,3.11,0.37427295,1.38287705
3281,39,2,15,11,47.8,1.06,0.20317868,0.30350132
1376,29,3,5,10,18.3,6.6,0.6425496,0.5652504
4627,45,1,10,11,33.6,30.42,4.088448,6.132672
2540,26,1,1,6,21.7,11.16,0.22037652,2.20134348
4219,43,1,2,14,32.2,10.43,1.56504236,1.79341764
765,41,3,4,15,86.1,5.86,1.65995634,3.38550366
359,30,1,8,6,29.5,12.03,0.9794826,2.5693674
4310,26,1,4,7,20.8,14.03,0.4231448,2.4950952
2386,39,2,12,13,63.1,10.66,1.19058342,5.53587658
2089,48,1,9,0,50.3,3.46,0.57606578,1.16431422
3029,31,2,1,6,31.1,8.0,0.88324,1.60476
229,32,2,7,11,22.3,22.89,1.64874381,3.45572619
4209,37,1,7,17,58.7,16.81,3.11812052,6.74934948
619,26,1,6,1,15.2,23.5,1.489524,2.082476
1377,28,2,2,4,30.2,4.74,0.31635708,1.11512292
1582,37,2,0,7,16.3,3.1,0.2213214,0.2839786
1210,41,1,8,8,24.1,8.22,0.52893234,1.45208766
877,35,3,3,7,19.6,18.12,2.38306992,1.16845008
2024,35,3,2,7,34.0,9.55,0.321453,2.925547
4814,28,4,0,8,41.2,5.28,1.17904512,0.99631488
1224,39,2,10,17,43.0,6.14,1.1511272,1.4890728
2575,28,2,0,9,24.2,13.28,0.22174944,2.99201056
894,25,1,4,0,16.6,23.49,1.02162708,2.87771292
1715,38,2,13,3,47.4,8.44,3.35246928,0.64809072
4356,46,1,4,17,43.4,2.57,0.3848061,0.7305739
4324,29,2,2,5,20.6,8.24,1.0269512,0.6704888
3123,41,1,25,20,88.0,4.1,1.049928,2.558072
4653,37,3,9,3,94.6,7.5,2.10012,4.99488
3974,43,2,4,21,38.3,11.35,0.521646,3.825404
1521,32,1,11,7,43.6,2.52,0.50980608,0.58891392
1679,40,2,12,5,56.5,10.35,2.52038025,3.32736975
782,31,3,0,7,25.2,4.96,0.18998784,1.05993216
720,44,1,24,10,99.4,10.73,7.61525268,3.05036732
1583,34,1,18,0,70.7,3.04,0.376124,1.773156
2419,22,1,2,2,16.8,26.68,0.61854912,3.86369088
1850,25,1,2,6,29.1,9.61,0.56769153,2.22881847
1605,37,4,11,5,76.1,3.32,1.04092624,1.48559376
1950,38,2,2,17,34.6,6.49,0.26497372,1.98056628
3036,41,1,15,4,55.6,2.57,0.39152408,1.03739592
141,26,4,1,7,59.5,3.46,0.4199748,1.6387252
4429,29,2,4,0,32.1,4.98,0.39804642,1.20053358
3024,35,1,1,2,25.4,4.71,0.87691722,0.31942278
4299,49,3,22,24,105.0,8.25,1.7411625,6.9213375
4831,34,1,9,6,32.9,11.69,2.05376934,1.79224066
428,34,2,14,3,56.1,17.39,5.01447606,4.74131394
4923,33,1,13,14,36.5,11.03,0.36636145,3.65958855
684,31,2,6,11,37.0,23.16,3.8818476,4.6873524
4624,40,1,6,21,27.9,13.64,1.01989008,2.78566992
3637,33,1,4,11,20.2,3.2,0.2579136,0.3884864
2223,33,1,4,12,47.8,5.36,1.3066608,1.2554192
2921,44,2,12,21,112.6,6.21,3.85284546,3.13961454
261,28,2,7,2,38.7,1.25,0.32266125,0.16108875
4032,42,3,5,22,31.9,13.63,1.29569506,3.05227494
1763,38,1,5,14,37.7,1.77,0.3670095,0.3002805
3396,45,1,8,10,35.0,16.12,2.973334,2.668666
333,25,1,9,4,34.7,1.26,0.1333521,0.3038679
4456,33,1,17,0,27.4,3.44,0.34780464,0.59475536
1024,45,4,9,2,21.8,9.85,0.6141278,1.5331722
2542,43,1,15,20,36.9,10.45,0.42030945,3.43574055
1642,26,2,5,0,18.8,5.07,0.14583348,0.80732652
29,38,2,0,9,73.9,15.62,5.47146732,6.07171268
2714,43,3,1,1,28.6,15.18,1.8234216,2.5180584
4256,38,1,21,4,48.6,7.91,1.0187289,2.8255311
2418,27,1,4,5,12.6,20.53,1.32184458,1.26493542
4011,48,4,8,28,45.7,13.71,1.89843741,4.36703259
3921,32,2,8,13,41.2,6.01,1.46338692,1.01273308
2665,51,1,6,1,44.4,10.46,1.4164932,3.2277468
788,41,1,21,21,62.0,6.39,2.495934,1.465866
1215,44,3,6,23,31.3,7.1,0.3800133,1.8422867
3892,33,2,4,9,26.2,8.59,1.0915313,1.1590487
955,43,1,7,2,30.2,4.38,0.75529596,0.56746404
1131,25,1,5,3,18.1,25.53,1.92230688,2.69862312
4958,43,1,9,8,39.6,18.87,3.81845772,3.65406228
3918,39,3,10,10,32.7,11.45,1.37410305,2.37004695
1132,39,2,4,11,25.3,15.1,1.2836208,2.5366792
2957,40,2,1,16,52.9,4.67,1.13392737,1.33650263
274,46,1,6,18,50.9,3.7,0.7834528,1.0998472
440,34,1,18,10,43.0,15.46,2.6657678,3.9820322
4077,38,1,5,2,40.8,21.8,1.9656624,6.9287376
3059,53,1,37,17,217.7,3.34,1.18520234,6.08597766
665,46,4,9,20,47.1,10.42,1.9385889,2.9692311
729,42,1,11,13,39.5,11.13,1.59587505,2.80047495
1330,33,3,1,12,33.9,12.16,1.46751744,2.65472256
4404,31,2,8,2,36.5,17.17,0.70817665,5.55887335
1658,30,4,2,7,41.2,25.88,6.3442232,4.3183368
331,24,1,6,2,18.9,5.26,0.09841986,0.89572014
3410,27,5,0,3,64.1,4.53,0.44427069,2.45945931
2432,33,1,3,6,51.6,14.4,1.188864,6.241536
3217,33,2,1,9,29.7,38.17,2.66407515,8.67241485
3210,25,2,0,1,26.2,12.11,1.7133228,1.4594972
1630,24,1,3,1,23.4,14.56,1.23675552,2.17028448
2199,34,1,7,12,23.6,13.36,0.89228768,2.26067232
1667,40,1,16,21,74.9,16.23,3.0390675,9.1172025
471,31,1,3,5,22.2,26.4,3.9208752,1.9399248
1971,26,1,9,4,59.2,7.54,1.4953328,2.9683472
533,32,1,13,8,54.1,5.06,1.45632872,1.28113128
4067,29,1,10,8,30.3,4.4,0.8225844,0.5106156
3557,39,2,19,8,67.9,13.54,1.7008271,7.4928329
1343,42,1,19,21,39.1,6.77,1.59883028,1.04823972
621,36,1,16,12,42.4,3.11,0.80041448,0.51822552
1359,30,1,5,4,27.7,3.32,0.09748184,0.82215816
4001,42,1,0,3,22.4,3.63,0.25775904,0.55536096
1808,40,2,7,0,32.3,12.38,2.07534606,1.92339394
2051,32,1,1,6,23.0,5.04,0.0857808,1.0734192
4707,23,4,0,2,14.2,21.56,1.84915808,1.21236192
2925,43,1,20,0,57.2,6.27,1.20504384,2.38139616
4059,35,1,6,1,28.7,8.25,0.492492,1.875258
1602,24,2,2,5,19.5,12.15,0.34827975,2.02097025
1510,35,1,11,3,61.7,5.29,1.76578613,1.49814387
341,36,1,2,0,31.2,2.34,0.15842736,0.57165264
4307,34,2,9,4,43.7,3.81,0.50615088,1.15881912
4395,32,1,0,6,16.3,10.51,0.91823768,0.79489232
436,45,1,16,13,60.9,8.45,2.2539699,2.8920801
807,24,4,0,0,27.9,15.47,2.68894899,1.62718101
4639,27,2,8,5,30.3,8.03,0.77128953,1.66180047
4587,48,2,2,25,27.9,1.47,0.14846706,0.26166294
1428,41,1,0,9,27.5,10.26,0.874665,1.946835
2794,29,1,10,10,26.2,8.04,0.2527776,1.8537024
942,43,1,22,14,85.8,14.65,4.0977222,8.4719778
4028,38,2,2,7,61.7,1.14,0.15685374,0.54652626
2863,52,1,26,32,234.1,7.66,2.9587899,14.9732701
1518,34,1,13,5,30.0,15.48,2.061936,2.582064
3245,33,1,13,7,29.3,2.73,0.41994225,0.37994775
509,39,1,18,16,48.6,23.66,1.48334004,10.01541996
3690,49,2,21,26,64.9,4.09,0.62909517,2.02531483
4526,44,3,22,18,135.0,4.64,0.350784,5.913216
4724,33,1,6,7,37.6,5.77,0.07159416,2.09792584
4348,33,1,5,0,46.8,5.18,1.64121048,0.78302952
4362,27,2,4,5,24.4,14.66,0.24323872,3.33380128
1459,34,3,13,7,83.3,7.71,2.02948788,4.39294212
2704,40,1,15,21,42.7,8.05,0.9074604,2.5298896
3128,31,1,10,7,28.0,4.9,0.577612,0.794388
1577,31,1,5,9,31.2,9.13,1.06821,1.78035
3188,25,1,6,5,26.8,1.68,0.04862592,0.40161408
861,27,1,6,8,21.3,12.12,1.7296452,0.8519148
742,34,1,2,5,14.9,6.57,0.08516691,0.89376309
1677,43,2,13,11,36.6,10.75,2.3331585,1.6013415
1014,43,4,10,2,28.7,6.31,0.68997957,1.12099043
3820,41,1,12,12,46.8,17.72,4.26258144,4.03037856
1886,36,1,2,6,24.4,1.63,0.11772512,0.27999488
4697,31,1,1,9,18.9,14.65,1.273671,1.495179
3404,49,2,18,5,77.0,19.01,2.4591336,12.1785664
305,26,4,1,0,25.6,8.99,1.29110784,1.01033216
699,34,2,12,14,46.3,2.59,0.57680077,0.62236923
1438,29,3,1,4,23.1,5.88,0.53787888,0.82040112
1541,42,1,2,23,20.1,3.73,0.19343034,0.55629966
3949,33,1,0,7,18.8,12.17,0.9952626,1.2926974
2577,35,3,4,5,34.6,31.18,4.05639328,6.73188672
4502,38,1,2,8,19.5,10.58,0.8561865,1.2069135
381,41,2,8,21,42.9,3.97,0.12603162,1.57709838
1978,43,1,23,3,98.4,7.14,2.67681456,4.34894544
3674,28,2,1,9,24.0,5.37,0.3685968,0.9202032
1766,32,1,10,1,29.3,1.0,0.151481,0.141519
3688,40,4,7,21,18.8,12.23,0.86911272,1.43012728
4837,33,1,7,4,23.5,10.14,1.0556247,1.3272753
3643,50,3,1,0,43.1,3.41,0.53056531,0.93914469
4684,47,1,2,5,33.4,20.17,2.50608216,4.23069784
2197,29,1,4,6,29.3,22.88,2.19885952,4.50498048
321,37,1,12,12,36.2,7.42,0.604359,2.081681
2350,24,2,3,1,39.2,10.75,1.365336,2.848664
2442,33,3,8,5,32.8,5.91,0.59705184,1.34142816
2850,28,1,0,0,19.6,5.68,0.584472,0.528808
2642,26,1,1,5,22.3,7.12,0.36200928,1.22575072
4088,21,1,5,0,17.4,8.52,0.41805936,1.06442064
1535,37,1,5,15,23.9,33.64,0.21707892,7.82288108
2708,43,1,21,11,77.2,3.31,0.95057904,1.60474096
127,40,2,15,16,39.8,11.91,0.91485474,3.82532526
167,30,1,1,5,14.9,1.04,0.03424616,0.12071384
1341,47,5,12,19,56.6,16.06,2.35429964,6.73566036
4438,36,2,8,9,37.4,11.69,0.48967072,3.88238928
3599,35,5,8,3,41.0,11.58,3.0480876,1.6997124
4403,39,1,10,6,101.5,0.58,0.2443105,0.3443895
1987,34,3,10,6,101.6,34.18,8.3344512,26.3924288
625,28,2,3,1,26.0,16.14,0.5581212,3.6382788
2172,39,2,9,20,40.8,18.23,1.24955712,6.18828288
3510,32,1,7,3,30.1,7.84,1.18463968,1.17520032
4961,24,1,4,1,32.6,8.87,1.4313519,1.4602681
4927,33,2,13,2,63.2,0.75,0.250272,0.223728
761,30,2,0,9,20.0,2.03,0.0406,0.3654
1458,29,4,1,9,23.5,12.65,1.343683,1.629067
4959,44,2,0,4,24.4,12.38,0.8911124,2.1296076
4751,31,1,15,3,35.0,1.42,0.126735,0.370265
1372,22,2,0,1,31.2,2.1,0.4828824,0.1723176
2331,26,3,0,1,31.9,14.43,1.11396714,3.48920286
1033,29,4,4,4,15.5,4.82,0.1651091,0.5819909
2330,31,4,7,5,29.6,2.56,0.17731584,0.58044416
4577,33,2,3,13,53.4,16.61,3.1931064,5.6766336
4203,53,3,27,32,414.2,5.9,10.630443,13.807357
3545,33,1,11,2,29.0,7.16,1.360042,0.716358
1314,35,2,9,10,57.1,15.63,1.68677397,7.23795603
903,33,3,9,10,17.3,12.29,0.75266418,1.37350582
3481,36,1,11,12,34.4,12.96,1.55146752,2.90677248
4265,36,3,9,8,103.7,28.47,5.75706105,23.76632895
3531,23,1,4,1,20.8,2.99,0.0528632,0.5690568
2592,45,2,10,4,120.1,3.2,1.2144512,2.6287488
4832,35,1,16,10,38.4,9.27,2.00765952,1.55202048
3752,25,2,5,4,19.1,12.72,0.971808,1.457712
2228,26,4,3,3,22.3,15.79,1.69368277,1.82748723
3694,29,1,11,0,36.1,4.46,1.00145732,0.60860268
883,34,1,15,4,41.1,6.45,0.4453596,2.2055904
4036,44,2,20,22,91.1,6.19,2.57706413,3.06202587
4409,49,1,28,13,160.2,17.42,8.12089044,19.78594956
2119,29,2,7,6,49.4,14.02,0.59562568,6.33025432
3624,41,2,10,11,58.3,11.22,2.6492103,3.8920497
1863,27,2,1,3,29.6,20.02,4.0888848,1.8370352
1484,31,1,10,5,48.3,7.22,1.27633716,2.21092284
4667,44,1,1,17,29.5,16.44,1.4209914,3.4288086
3357,36,4,11,17,31.5,11.27,1.60817265,1.94187735
1300,38,1,16,14,49.8,20.69,2.8850136,7.4186064
